04:10.1,2.97,,,,
04:14.7,2.97,,,,V Williams v Azarenka_Match Odds_1425049200000_Venus Williams
04:19.8,2.97,,,,
04:24.7,2.97,,,,
04:29.7,2.97,,,,
04:34.8,2.97,,,,
04:39.8,2.97,,,,
04:44.8,2.96,,,,
04:49.8,2.97,,,,
04:54.8,2.97,,,,
04:59.8,2.93,,,,
05:04.8,2.96,,,,
05:09.9,2.94,,,,
05:14.9,2.94,,,,
05:19.9,2.94,,,,
05:24.9,2.95,,,,
05:29.9,2.99,,,,
05:34.9,2.99,,,,
05:39.9,2.99,,,,
05:44.9,2.99,,,,
05:49.9,2.99,,,,
05:54.9,2.97,,,,
05:59.9,3.025,,,,
06:04.9,3.025,,,,
06:10.0,3.025,,,,
06:15.0,3.025,,,,
06:20.0,3.025,,,,
06:25.0,3.025,,,,
06:30.0,3.025,,,,
06:35.0,3.025,,,,
06:40.0,3.025,,,,
06:45.0,3.015,,,,
06:50.0,3.015,,,,
06:55.0,3.025,,,,
07:00.0,3.025,,,,
07:05.0,3.015,,,,
07:10.1,3.015,,,,
07:15.0,3.015,,,,
07:20.1,2.99,,,,
07:25.1,2.99,,,,
07:30.1,2.99,,,,
07:35.1,2.97,,,,
07:40.1,2.97,,,,
07:45.1,2.97,,,,
07:50.1,2.97,,,,
07:55.1,2.97,,,,
08:00.1,2.97,,,,
08:05.1,2.97,,,,
08:10.1,2.97,,,,
08:15.1,2.97,,,,
08:20.1,2.97,,,,
08:25.2,2.97,,,,
08:30.2,2.97,,,,
08:35.2,2.97,,,,
08:40.2,2.97,,,,
08:45.2,2.97,,,,
08:50.2,2.97,,,,
08:55.2,2.97,,,,
09:00.1,2.97,,,,
09:05.2,2.97,,,,
09:10.2,2.99,,,,
09:15.2,2.99,,,,
09:20.2,2.99,,,,
09:25.2,2.99,,,,
09:30.2,2.99,,,,
09:35.2,2.99,,,,
09:40.2,2.99,,,,
09:45.2,2.97,,,,
09:50.2,2.97,,,,
09:55.2,2.97,,,,
10:00.2,2.99,,,,
10:05.3,2.99,,,,
10:10.3,2.98,,,,
10:15.3,2.98,,,,
10:20.3,2.97,,,,
10:25.3,2.98,,,,
10:30.3,2.97,,,,
10:35.3,2.97,,,,
10:40.3,2.97,,,,
10:45.3,2.97,,,,
10:50.3,2.97,,,,
10:55.3,2.97,,,,
11:00.3,2.97,,,,
11:05.3,2.97,,,,
11:10.3,2.97,,,,
11:15.3,2.97,,,,
11:20.3,2.97,,,,
11:25.4,2.97,,,,
11:30.3,2.97,,,,
11:35.3,2.97,,,,
11:40.4,2.99,,,,
11:45.3,2.99,,,,
11:50.3,2.99,,,,
11:55.3,2.99,,,,
12:00.3,2.99,,,,
12:05.3,2.99,,,,
12:10.3,2.97,,,,
12:15.3,2.97,,,,
12:20.3,2.97,,,,
12:25.4,2.97,,,,
12:30.4,2.97,,,,
12:35.4,2.97,,,,
12:40.4,2.97,,,,
12:45.4,2.97,,,,
12:50.4,2.97,,,,
12:55.4,2.97,,,,
13:00.4,2.97,,,,
13:05.4,2.97,,,,
13:10.5,2.97,,,,
13:15.5,2.97,,,,
13:20.5,2.97,,,,
13:25.4,2.97,,,,
13:30.5,2.97,,,,
13:35.5,2.97,,,,
13:40.4,2.97,,,,
13:45.8,2.97,,,,
13:50.5,2.97,,,,
13:55.5,2.97,,,,
14:00.5,2.97,,,,
14:05.5,2.97,,,,
14:10.5,2.97,,,,
14:15.5,2.97,,,,
14:20.5,2.97,,,,
14:25.5,2.97,,,,
14:30.5,2.97,,,,
14:35.5,2.97,,,,
14:40.5,2.97,,,,
14:45.5,2.97,,,,
14:50.5,2.97,,,,
14:55.5,2.97,,,,
15:00.6,2.97,,,,
15:05.5,2.97,,,,
15:10.5,2.97,,,,
15:15.5,2.99,,,,
15:20.5,2.99,,,,
15:25.5,2.98,,,,
15:30.5,2.98,,,,
15:35.5,2.98,,,,
15:40.5,2.98,,,,
15:45.5,2.98,,,,
15:50.5,2.98,,,,
15:55.6,2.98,,,,
16:00.5,2.97,,,,
16:05.6,2.97,,,,
16:10.5,2.97,,,,
16:15.5,2.97,,,,
16:20.6,2.97,,,,
16:25.5,2.97,,,,
16:30.6,2.97,,,,
16:35.5,2.97,,,,
16:40.5,2.97,,,,
16:45.6,2.97,,,,
16:50.5,2.97,,,,
16:55.5,2.97,,,,
17:00.5,2.97,,,,
17:05.5,2.98,,,,
17:10.6,2.98,,,,
17:15.6,2.97,,,,
17:20.6,2.97,,,,
17:25.5,2.97,,,,
17:30.6,2.97,,,,
17:35.5,2.97,,,,
17:40.6,2.97,,,,
17:45.6,2.97,,,,
17:50.6,2.97,,,,
17:55.6,2.97,,,,
18:00.5,2.97,,,,
18:05.6,2.97,,,,
18:10.6,2.95,,,,
18:15.5,2.95,,,,
18:20.6,2.97,,,,
18:25.6,2.97,,,,
18:30.6,2.97,,,,
18:35.6,2.97,,,,
18:40.6,2.97,,,,
18:45.6,2.97,,,,
18:50.6,2.95,,,,
18:55.6,2.95,,,,
19:00.6,2.95,,,,
19:05.6,2.95,,,,
19:10.6,2.94,,,,
19:15.6,2.93,,,,
19:20.6,2.93,,,,
19:25.6,2.93,,,,
19:30.6,2.92,,,,
19:35.6,2.91,,,,
19:40.6,2.91,,,,
19:45.6,2.91,,,,
19:50.6,2.91,,,,
19:55.6,2.91,,,,
20:00.6,2.93,,,,
20:05.6,2.91,,,,
20:10.6,2.91,,,,
20:15.6,2.91,,,,
20:20.6,2.91,,,,
20:25.6,2.91,,,,
20:30.6,2.91,,,,
20:35.6,2.91,,,,
20:40.6,2.91,,,,
20:45.6,2.91,,,,
20:50.6,2.9,,,,
20:55.6,2.9,,,,
21:00.6,2.89,,,,
21:05.6,2.89,,,,
21:10.6,2.91,,,,
21:15.6,2.91,,,,
21:20.6,2.92,,,,
21:25.6,2.93,,,,
21:30.6,2.95,,,,
21:35.7,2.95,,,,
21:40.6,2.95,,,,
21:45.7,2.95,,,,
21:50.6,2.95,,,,
21:55.6,2.95,,,,
22:00.7,2.91,,,,
22:05.6,2.91,,,,
22:10.6,2.91,,,,
22:15.6,2.91,,,,
22:20.6,2.92,,,,
22:25.6,2.93,,,,
22:30.7,2.91,,,,
22:35.7,2.91,,,,
22:40.7,2.91,,,,
22:45.6,2.94,,,,
22:50.7,2.92,,,,
22:55.7,2.91,,,,
23:00.7,2.91,,,,
23:05.7,2.91,,,,
23:10.7,2.91,,,,
23:15.7,2.91,,,,
23:20.7,2.93,,,,
23:25.7,2.93,,,,
23:30.7,2.93,,,,
23:35.8,2.92,,,,
23:40.7,2.93,,,,
23:45.8,2.89,,,,
23:50.8,2.89,,,,
23:55.7,2.89,,,,
