Time,Djokovic,Dolgopolov
10:03:52,0.947867299,0.056338028
10:03:57,0.947867299,0.056338028
10:04:02,0.947867299,0.056338028
10:04:07,0.947867299,0.056338028
10:04:12,0.947867299,0.057142857
10:04:17,0.947867299,0.056338028
10:04:22,0.947867299,0.056338028
10:04:27,0.947867299,0.056338028
10:04:32,0.947867299,0.056338028
10:04:37,0.947867299,0.056338028
10:04:42,0.947867299,0.056338028
10:04:48,0.947867299,0.056338028
10:04:52,0.947867299,0.056338028
10:04:57,0.947867299,0.056338028
10:05:02,0.947867299,0.054794521
10:05:07,0.947867299,0.054794521
10:05:12,0.947867299,0.054794521
10:05:17,0.947867299,0.054794521
10:05:22,0.938967136,0.055555556
10:05:27,0.938967136,0.056338028
10:05:32,0.947867299,0.056338028
10:05:37,0.947867299,0.056338028
10:05:42,0.947867299,0.056338028
10:05:50,0.947867299,0.054794521
10:05:54,0.947867299,0.056338028
10:05:59,0.947867299,0.056338028
10:06:04,0.947867299,0.056338028
10:06:08,0.947867299,0.056338028
10:06:13,0.947867299,0.056338028
10:06:19,0.947867299,0.056338028
10:06:24,0.947867299,0.054794521
10:06:28,0.947867299,0.054794521
10:06:33,0.947867299,0.054794521
10:06:37,0.947867299,0.054794521
10:06:43,0.947867299,0.054794521
10:06:48,0.947867299,0.054794521
10:06:52,0.947867299,0.054794521
10:06:58,0.947867299,0.054794521
10:07:03,0.947867299,0.054794521
10:07:07,0.947867299,0.054794521
10:07:14,0.947867299,0.054794521
10:07:19,0.947867299,0.054794521
10:07:26,0.947867299,0.054794521
10:07:28,0.947867299,0.054794521
10:07:33,0.947867299,0.054794521
10:07:38,0.947867299,0.054794521
10:07:43,0.947867299,0.054794521
10:07:48,0.947867299,0.054794521
10:07:53,0.947867299,0.054794521
10:07:58,0.947867299,0.054794521
10:08:04,0.947867299,0.054794521
10:08:08,0.947867299,0.054794521
10:08:13,0.947867299,0.054794521
10:08:19,0.947867299,0.054794521
10:08:24,0.947867299,0.054794521
10:08:28,0.947867299,0.054794521
10:08:33,0.947867299,0.054794521
10:08:37,0.947867299,0.054794521
10:08:42,0.947867299,0.054794521
10:08:47,0.947867299,0.054794521
10:08:52,0.947867299,0.054794521
10:08:57,0.947867299,0.054794521
10:09:02,0.947867299,0.054794521
10:09:07,0.947867299,0.054794521
10:09:12,0.947867299,0.054794521
10:09:17,0.947867299,0.054794521
10:09:23,0.947867299,0.054794521
10:09:27,0.947867299,0.054794521
10:09:32,0.947867299,0.054794521
10:09:37,0.947867299,0.054794521
10:09:42,0.947867299,0.054794521
10:09:47,0.947867299,0.054794521
10:09:52,0.947867299,0.054794521
10:09:57,0.947867299,0.054794521
10:10:02,0.947867299,0.054794521
10:10:07,0.947867299,0.054794521
10:10:12,0.947867299,0.054794521
10:10:19,0.947867299,0.054794521
10:10:23,0.947867299,0.054794521
10:10:28,0.947867299,0.054794521
10:10:32,0.947867299,0.056338028
10:10:37,0.947867299,0.056338028
10:10:42,0.947867299,0.056338028
10:10:47,0.947867299,0.056338028
10:10:52,0.947867299,0.056338028
10:10:57,0.947867299,0.054794521
10:11:02,0.947867299,0.054794521
10:11:07,0.947867299,0.054794521
10:11:12,0.947867299,0.054794521
10:11:17,0.947867299,0.054794521
10:11:22,0.947867299,0.054794521
10:11:29,0.947867299,0.053333333
10:11:33,0.947867299,0.053333333
10:11:37,0.947867299,0.053333333
10:11:42,0.947867299,0.053333333
10:11:47,0.947867299,0.053333333
10:11:52,0.947867299,0.053333333
10:11:57,0.947867299,0.053333333
10:12:02,0.947867299,0.053333333
10:12:07,0.947867299,0.053333333
10:12:12,0.947867299,0.053333333
10:12:17,0.947867299,0.053333333
10:12:22,0.947867299,0.053333333
10:12:27,0.947867299,0.053333333
10:12:32,0.947867299,0.053333333
10:12:37,0.947867299,0.053333333
10:12:42,0.947867299,0.053333333
10:12:47,0.947867299,0.053333333
10:12:52,0.947867299,0.053333333
10:12:57,0.947867299,0.053333333
10:13:02,0.947867299,0.053333333
10:13:07,0.947867299,0.054054054
10:13:12,0.947867299,0.054794521
10:13:17,0.947867299,0.054794521
10:13:22,0.947867299,0.054794521
10:13:27,0.947867299,0.054794521
10:13:32,0.947867299,0.054794521
10:13:37,0.947867299,0.054794521
10:13:42,0.947867299,0.054794521
10:13:47,0.947867299,0.054794521
10:13:52,0.947867299,0.054794521
10:13:57,0.947867299,0.054794521
10:14:02,0.947867299,0.054054054
10:14:07,0.947867299,0.054794521
10:14:12,0.947867299,0.053333333
10:14:17,0.947867299,0.053333333
10:14:22,0.947867299,0.053333333
10:14:27,0.947867299,0.053333333
10:14:32,0.947867299,0.053333333
10:14:37,0.947867299,0.053333333
10:14:42,0.947867299,0.054794521
10:14:47,0.947867299,0.054794521
10:14:52,0.947867299,0.054794521
10:14:57,0.947867299,0.053333333
10:15:02,0.947867299,0.053333333
10:15:07,0.947867299,0.053333333
10:15:12,0.947867299,0.053333333
10:15:17,0.947867299,0.054794521
10:15:22,0.947867299,0.053333333
10:15:27,0.947867299,0.053333333
10:15:32,0.947867299,0.054054054
10:15:37,0.947867299,0.053333333
10:15:42,0.947867299,0.053333333
10:15:47,0.947867299,0.053333333
10:15:52,0.947867299,0.053333333
10:15:57,0.947867299,0.053333333
10:16:02,0.947867299,0.053333333
10:16:08,0.947867299,0.051948052
10:16:12,0.947867299,0.051948052
10:16:19,0.947867299,0.051948052
10:16:22,0.947867299,0.051948052
10:16:27,0.947867299,0.051948052
10:16:32,0.947867299,0.051948052
10:16:37,0.947867299,0.051948052
10:16:42,0.947867299,0.051948052
10:16:47,0.947867299,0.051948052
10:16:52,0.947867299,0.051948052
10:16:57,0.947867299,0.051948052
10:17:02,0.947867299,0.051948052
10:17:07,0.947867299,0.051948052
10:17:12,0.947867299,0.051948052
10:17:17,0.947867299,0.051948052
10:17:22,0.947867299,0.051948052
10:17:27,0.947867299,0.051948052
10:17:32,0.947867299,0.051948052
10:17:37,0.947867299,0.051948052
10:17:42,0.947867299,0.051948052
10:17:47,0.947867299,0.051948052
10:17:52,0.947867299,0.051948052
10:17:57,0.947867299,0.050632911
10:18:02,0.947867299,0.050632911
10:18:07,0.947867299,0.050632911
10:18:12,0.947867299,0.048780488
10:18:17,0.947867299,0.048780488
10:18:22,0.947867299,0.048780488
10:18:27,0.947867299,0.048780488
10:18:32,0.947867299,0.050632911
10:18:37,0.947867299,0.050632911
10:18:42,0.947867299,0.051282051
10:18:47,0.947867299,0.051948052
10:18:52,0.947867299,0.051948052
10:18:57,0.947867299,0.051948052
10:19:02,0.947867299,0.051282051
10:19:07,0.947867299,0.051282051
10:19:12,0.947867299,0.051282051
10:19:17,0.947867299,0.05
10:19:22,0.947867299,0.05
10:19:27,0.947867299,0.048780488
10:19:32,0.947867299,0.048780488
10:19:37,0.947867299,0.048780488
10:19:42,0.947867299,0.05
10:19:47,0.947867299,0.051282051
10:19:52,0.947867299,0.052631579
10:19:57,0.947867299,0.052631579
10:20:02,0.938967136,0.056338028
10:20:07,0.938967136,0.061538462
10:20:12,0.938967136,0.0625
10:20:17,0.938967136,0.061538462
10:20:22,0.938967136,0.061538462
10:20:27,0.930232558,0.06779661
10:20:32,0.938967136,0.064516129
10:20:37,0.943396226,0.064516129
10:20:42,0.943396226,0.060606061
10:20:47,0.938967136,0.059701493
10:20:52,0.938967136,0.059701493
10:20:57,0.938967136,0.056338028
10:21:02,0.938967136,0.057142857
10:21:07,0.938967136,0.060606061
10:21:12,0.947867299,0.057971014
10:21:17,0.947867299,0.054794521
10:21:25,0.947867299,0.056338028
10:21:27,0.947867299,0.053333333
10:21:32,0.947867299,0.053333333
10:21:37,0.952380952,0.052631579
10:21:42,0.947867299,0.051948052
10:21:47,0.952380952,0.05
10:21:52,0.947867299,0.05
10:21:57,0.952380952,0.048780488
10:22:02,0.952380952,0.048780488
10:22:07,0.947867299,0.048780488
10:22:12,0.952380952,0.048780488
10:22:17,0.947867299,0.048780488
10:22:22,0.956937799,0.047619048
10:22:27,0.956937799,0.047619048
10:22:32,0.947867299,0.048780488
10:22:37,0.947867299,0.051948052
10:22:42,0.947867299,0.051948052
10:22:47,0.947867299,0.056338028
10:22:52,0.938967136,0.057971014
10:22:57,0.938967136,0.058823529
10:23:02,0.938967136,0.059701493
10:23:07,0.938967136,0.059701493
10:23:12,0.938967136,0.063492063
10:23:17,0.938967136,0.0625
10:23:22,0.938967136,0.0625
10:23:27,0.938967136,0.059701493
10:23:32,0.938967136,0.059701493
10:23:37,0.938967136,0.059701493
10:23:42,0.938967136,0.059701493
10:23:47,0.938967136,0.058823529
10:23:52,0.938967136,0.058823529
10:23:57,0.938967136,0.058823529
10:24:03,0.938967136,0.059701493
10:24:07,0.938967136,0.059701493
10:24:12,0.938967136,0.063492063
10:24:17,0.938967136,0.063492063
10:24:22,0.938967136,0.063492063
10:24:27,0.938967136,0.063492063
10:24:32,0.938967136,0.061538462
10:24:37,0.938967136,0.061538462
10:24:42,0.938967136,0.061538462
10:24:47,0.938967136,0.06557377
10:24:52,0.938967136,0.058823529
10:24:57,0.938967136,0.06557377
10:25:02,0.938967136,0.063492063
10:25:07,0.938967136,0.06557377
10:25:12,0.938967136,0.059701493
10:25:18,0.938967136,0.061538462
10:25:22,0.938967136,0.061538462
10:25:27,0.938967136,0.059701493
10:25:32,0.938967136,0.058823529
10:25:37,0.938967136,0.058823529
10:25:42,0.938967136,0.064516129
10:25:47,0.938967136,0.057971014
10:25:52,0.938967136,0.054794521
10:25:57,0.938967136,0.057142857
10:26:02,0.938967136,0.057971014
10:26:07,0.938967136,0.057971014
10:26:12,0.938967136,0.059701493
10:26:17,0.938967136,0.059701493
10:26:25,0.938967136,0.058823529
10:26:27,0.938967136,0.061538462
10:26:32,0.938967136,0.057971014
10:26:37,0.938967136,0.058823529
10:26:42,0.934579439,0.060606061
10:26:47,0.938967136,0.059701493
10:26:52,0.938967136,0.059701493
10:26:57,0.934579439,0.064516129
10:27:02,0.938967136,0.06557377
10:27:07,0.938967136,0.063492063
10:27:12,0.938967136,0.063492063
10:27:17,0.938967136,0.061538462
10:27:22,0.938967136,0.060606061
10:27:27,0.938967136,0.060606061
10:27:32,0.938967136,0.060606061
10:27:37,0.938967136,0.060606061
10:27:42,0.938967136,0.060606061
10:27:47,0.930232558,0.0625
10:27:52,0.930232558,0.0625
10:27:57,0.930232558,0.0625
10:28:02,0.930232558,0.063492063
10:28:07,0.930232558,0.063492063
10:28:12,0.930232558,0.071428571
10:28:17,0.930232558,0.070175439
10:28:22,0.930232558,0.068965517
10:28:27,0.930232558,0.068965517
10:28:32,0.930232558,0.068965517
10:28:37,0.930232558,0.066666667
10:28:42,0.938967136,0.06557377
10:28:47,0.938967136,0.0625
10:28:52,0.938967136,0.063492063
10:28:57,0.930232558,0.066666667
10:29:02,0.930232558,0.066666667
10:29:07,0.930232558,0.06779661
10:29:12,0.930232558,0.068965517
10:29:17,0.930232558,0.068965517
10:29:22,0.930232558,0.068965517
10:29:27,0.930232558,0.06779661
10:29:32,0.930232558,0.070175439
10:29:37,0.930232558,0.070175439
10:29:42,0.930232558,0.075471698
10:29:47,0.930232558,0.075471698
10:29:52,0.930232558,0.075471698
10:29:57,0.930232558,0.075471698
10:30:02,0.930232558,0.075471698
10:30:07,0.921658986,0.081632653
10:30:12,0.921658986,0.081632653
10:30:17,0.921658986,0.081632653
10:30:22,0.930232558,0.071428571
10:30:27,0.930232558,0.071428571
10:30:32,0.925925926,0.081632653
10:30:37,0.913242009,0.081632653
10:30:42,0.913242009,0.086956522
10:30:47,0.913242009,0.086956522
10:30:52,0.913242009,0.085106383
10:30:57,0.913242009,0.097087379
10:31:02,0.913242009,0.097087379
10:31:07,0.888888889,0.107526882
10:31:13,0.888888889,0.107526882
10:31:17,0.888888889,0.107526882
10:31:22,0.888888889,0.098522167
10:31:27,0.881057269,0.128205128
10:31:32,0.873362445,0.14084507
10:31:37,0.858369099,0.147058824
10:31:42,0.858369099,0.142857143
10:31:47,0.85106383,0.166666667
10:31:52,0.85106383,0.166666667
10:31:57,0.847457627,0.169491525
10:32:02,0.847457627,0.169491525
10:32:07,0.858369099,0.158730159
10:32:12,0.85106383,0.138888889
10:32:17,0.854700855,0.14084507
10:32:22,0.858369099,0.126582278
10:32:27,0.858369099,0.126582278
10:32:32,0.869565217,0.120481928
10:32:37,0.877192982,0.135135135
10:32:42,0.877192982,0.135135135
10:32:47,0.873362445,0.135135135
10:32:52,0.881057269,0.12987013
10:32:57,0.881057269,0.092165899
10:33:02,0.881057269,0.092165899
10:33:07,0.888888889,0.092165899
10:33:12,0.877192982,0.092165899
10:33:17,0.823045267,0.106382979
10:33:22,0.829875519,0.172413793
10:33:27,0.829875519,0.169491525
10:33:32,0.829875519,0.169491525
10:33:37,0.829875519,0.166666667
10:33:42,0.829875519,0.166666667
10:33:47,0.836820084,0.166666667
10:33:52,0.829875519,0.166666667
10:33:57,0.829875519,0.168067227
10:34:02,0.836820084,0.168067227
10:34:07,0.836820084,0.166666667
10:34:12,0.829875519,0.166666667
10:34:17,0.836820084,0.166666667
10:34:22,0.836820084,0.163934426
10:34:27,0.840336134,0.166666667
10:34:32,0.836820084,0.163934426
10:34:37,0.836820084,0.163934426
10:34:42,0.836820084,0.163934426
10:34:47,0.836820084,0.163934426
10:34:52,0.836820084,0.103626943
10:34:57,0.836820084,0.103626943
10:35:02,0.836820084,0.103626943
10:35:07,0.836820084,0.104712042
10:35:12,0.836820084,0.104712042
10:35:17,0.85106383,0.104712042
10:35:22,0.854700855,0.161290323
10:35:27,0.847457627,0.161290323
10:35:32,0.847457627,0.161290323
10:35:37,0.858369099,0.135135135
10:35:42,0.858369099,0.135135135
10:35:47,0.858369099,0.133333333
10:35:52,0.85106383,0.133333333
10:35:57,0.85106383,0.153846154
10:36:02,0.847457627,0.158730159
10:36:07,0.836820084,0.144927536
10:36:12,0.840336134,0.166666667
10:36:17,0.836820084,0.162601626
10:36:22,0.843881857,0.149253731
10:36:27,0.843881857,0.149253731
10:36:32,0.843881857,0.14084507
10:36:37,0.85106383,0.14084507
10:36:42,0.823045267,0.172413793
10:36:47,0.823045267,0.183486239
10:36:52,0.823045267,0.183486239
10:36:57,0.823045267,0.183486239
10:37:02,0.816326531,0.188679245
10:37:07,0.829875519,0.186915888
10:37:12,0.806451613,0.19047619
10:37:17,0.843881857,0.161290323
10:37:22,0.836820084,0.161290323
10:37:27,0.836820084,0.163934426
10:37:32,0.840336134,0.173913043
10:37:37,0.843881857,0.143884892
10:37:42,0.843881857,0.143884892
10:37:47,0.843881857,0.143884892
10:37:52,0.847457627,0.143884892
10:37:57,0.873362445,0.126582278
10:38:02,0.873362445,0.126582278
10:38:07,0.873362445,0.111111111
10:38:12,0.881057269,0.093023256
10:38:17,0.847457627,0.100502513
10:38:22,0.840336134,0.153846154
10:38:27,0.843881857,0.158730159
10:38:32,0.843881857,0.158730159
10:38:37,0.854700855,0.099502488
10:38:42,0.881057269,0.117647059
10:38:47,0.881057269,0.119047619
10:38:52,0.881057269,0.117647059
10:38:57,0.881057269,0.101522843
10:39:02,0.881057269,0.136986301
10:39:07,0.888888889,0.091324201
10:39:12,0.888888889,0.101522843
10:39:18,0.888888889,0.101522843
10:39:22,0.888888889,0.101522843
10:39:27,0.888888889,0.101522843
10:39:32,0.843881857,0.101522843
10:39:37,0.843881857,0.153846154
10:39:42,0.843881857,0.15625
10:39:47,0.843881857,0.15625
10:39:52,0.836820084,0.16
10:39:57,0.836820084,0.111731844
10:40:02,0.816326531,0.114942529
10:40:07,0.816326531,0.17699115
10:40:12,0.816326531,0.178571429
10:40:17,0.816326531,0.185185185
10:40:22,0.816326531,0.170940171
10:40:27,0.816326531,0.192307692
10:40:32,0.8,0.181818182
10:40:37,0.796812749,0.2
10:40:42,0.796812749,0.198019802
10:40:47,0.803212851,0.196078431
10:40:52,0.803212851,0.2
10:40:57,0.803212851,0.196078431
10:41:02,0.803212851,0.194174757
10:41:07,0.803212851,0.198019802
10:41:12,0.809716599,0.196078431
10:41:17,0.809716599,0.192307692
10:41:23,0.803212851,0.17699115
10:41:27,0.803212851,0.18018018
10:41:32,0.816326531,0.175438596
10:41:37,0.809716599,0.194174757
10:41:42,0.809716599,0.198019802
10:41:47,0.81300813,0.18018018
10:41:52,0.816326531,0.175438596
10:41:57,0.816326531,0.183486239
10:42:02,0.816326531,0.175438596
10:42:07,0.816326531,0.175438596
10:42:12,0.809716599,0.19047619
10:42:17,0.806451613,0.196078431
10:42:22,0.809716599,0.192307692
10:42:27,0.816326531,0.185185185
10:42:32,0.816326531,0.185185185
10:42:37,0.816326531,0.183486239
10:42:42,0.816326531,0.181818182
10:42:47,0.816326531,0.183486239
10:42:52,0.816326531,0.183486239
10:42:57,0.816326531,0.186915888
10:43:02,0.809716599,0.19047619
10:43:07,0.809716599,0.186915888
10:43:12,0.809716599,0.186915888
10:43:17,0.809716599,0.183486239
10:43:22,0.809716599,0.183486239
10:43:27,0.809716599,0.183486239
10:43:32,0.81300813,0.183486239
10:43:37,0.816326531,0.181818182
10:43:42,0.816326531,0.18018018
10:43:47,0.816326531,0.18018018
10:43:52,0.816326531,0.18018018
10:43:57,0.816326531,0.183486239
10:44:02,0.816326531,0.183486239
10:44:07,0.81300813,0.183486239
10:44:12,0.81300813,0.183486239
10:44:17,0.81300813,0.19047619
10:44:22,0.809716599,0.19047619
10:44:27,0.809716599,0.19047619
10:44:32,0.809716599,0.19047619
10:44:37,0.816326531,0.188679245
10:44:42,0.816326531,0.188679245
10:44:47,0.816326531,0.188679245
10:44:52,0.816326531,0.186915888
10:44:57,0.816326531,0.186915888
10:45:02,0.816326531,0.183486239
10:45:07,0.816326531,0.183486239
10:45:12,0.816326531,0.183486239
10:45:17,0.816326531,0.183486239
10:45:23,0.816326531,0.17699115
10:45:27,0.81300813,0.19047619
10:45:32,0.81300813,0.19047619
10:45:37,0.809716599,0.181818182
10:45:42,0.81300813,0.198019802
10:45:47,0.816326531,0.186915888
10:45:52,0.816326531,0.18018018
10:45:57,0.816326531,0.18018018
10:46:02,0.819672131,0.186915888
10:46:07,0.836820084,0.15503876
10:46:12,0.843881857,0.14084507
10:46:17,0.843881857,0.14084507
10:46:22,0.843881857,0.158730159
10:46:27,0.85106383,0.149253731
10:46:32,0.85106383,0.149253731
10:46:37,0.873362445,0.126582278
10:46:42,0.881057269,0.12195122
10:46:47,0.881057269,0.093896714
10:46:52,0.888888889,0.093023256
10:46:57,0.888888889,0.093023256
10:47:02,0.888888889,0.090497738
10:47:07,0.888888889,0.113636364
10:47:12,0.888888889,0.097087379
10:47:17,0.904977376,0.090909091
10:47:22,0.904977376,0.083333333
10:47:27,0.904977376,0.085106383
10:47:32,0.913242009,0.085106383
10:47:37,0.913242009,0.085106383
10:47:42,0.913242009,0.088888889
10:47:48,0.921658986,0.078431373
10:47:52,0.921658986,0.063492063
10:47:57,0.921658986,0.078431373
10:48:02,0.921658986,0.075471698
10:48:07,0.921658986,0.076923077
10:48:12,0.921658986,0.078431373
10:48:17,0.921658986,0.075471698
10:48:22,0.921658986,0.078431373
